"","Symbol","Description","NED1","NED2","NED3","NED4","DS1","DS2","DS3","DS4","Biotypes","EntrezID"
"7472","RTKN2","rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]",27,23,239,104,11,2,91,22,"protein_coding",219790
"7473","CHST15","carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]",887,82,2546,973,376,345,560,603,"protein_coding",51363
"7474","IDH2","isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]",283,211,1044,124,127,129,295,234,"protein_coding",3418
"7475","TMEM259","transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]",669,348,1654,616,365,240,711,527,"protein_coding",91304
"7476","TNRC18","trinucleotide repeat containing 18 [Source:HGNC Symbol;Acc:HGNC:11962]",160,54,299,165,101,54,127,183,"protein_coding",84629
"7477","TMEM30B","transmembrane protein 30B [Source:HGNC Symbol;Acc:HGNC:27254]",19,16,49,26,16,11,11,18,"protein_coding",161291
"7478","NOP10","NOP10 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14378]",2507,867,3339,1363,978,814,1076,1830,"protein_coding",55505
"7479","TDRKH","tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]",11,35,144,40,7,3,38,5,"protein_coding",11022
"7480","ZNF708","zinc finger protein 708 [Source:HGNC Symbol;Acc:HGNC:12945]",19,17,180,116,15,22,26,12,"protein_coding",7562
"7481","IST1","IST1 factor associated with ESCRT-III [Source:HGNC Symbol;Acc:HGNC:28977]",842,442,3417,662,406,255,651,577,"protein_coding",9798
"7482","ERCC6L2","ERCC excision repair 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922]",73,77,640,72,31,33,135,66,"protein_coding",375748
"7483","CREB3L2","cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]",127,46,330,148,25,21,98,62,"protein_coding",64764
"7484","TSEN54","tRNA splicing endonuclease subunit 54 [Source:HGNC Symbol;Acc:HGNC:27561]",213,130,630,129,102,128,135,170,"protein_coding",283989
"7485","UBA7","ubiquitin like modifier activating enzyme 7 [Source:HGNC Symbol;Acc:HGNC:12471]",1035,602,2112,685,405,373,571,894,"protein_coding",7318
"7486","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]",460,174,857,262,139,110,332,227,"protein_coding",51021
"7487","SHISAL2A","shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]",18,14,53,14,17,18,28,17,"protein_coding",348378
"7488","LDOC1","LDOC1 regulator of NFKB signaling [Source:HGNC Symbol;Acc:HGNC:6548]",48,44,87,55,38,19,52,32,"protein_coding",23641
"7489","EXT1","exostosin glycosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:3512]",62,32,441,115,39,36,144,82,"protein_coding",2131
"7490","SHMT2","serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]",85,49,338,58,49,40,58,71,"protein_coding",6472
"7491","ATP6AP2","ATPase H+ transporting accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]",604,234,2076,365,314,319,361,364,"protein_coding",10159
"7492","BACE2","beta-secretase 2 [Source:HGNC Symbol;Acc:HGNC:934]",65,64,86,29,44,16,29,33,"protein_coding",25825
"7493","UBE2E2","ubiquitin conjugating enzyme E2 E2 [Source:HGNC Symbol;Acc:HGNC:12478]",60,24,302,39,20,33,63,72,"protein_coding",7325
"7494","AP1S2","adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]",1251,473,3746,750,576,569,780,661,"protein_coding",8905
"7495","C8orf33","chromosome 8 open reading frame 33 [Source:HGNC Symbol;Acc:HGNC:26104]",32,42,139,41,26,12,61,14,"protein_coding",65265
"7496","SPACA6","sperm acrosome associated 6 [Source:HGNC Symbol;Acc:HGNC:27113]",14,2,91,11,12,6,11,27,"protein_coding",147650
"7497","ZSCAN22","zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:HGNC:4929]",19,20,128,20,15,5,14,18,"protein_coding",342945
"7498","FBXL6","F-box and leucine rich repeat protein 6 [Source:HGNC Symbol;Acc:HGNC:13603]",40,28,116,97,20,21,20,24,"protein_coding",26233
"7499","PDSS1P1","decaprenyl diphosphate synthase subunit 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49740]",17,6,137,13,11,27,33,9,"processed_pseudogene",NA
"7500","KBTBD3","kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]",9,14,45,9,11,3,19,11,"protein_coding",143879
"7501","YBEY","ybeY metalloendoribonuclease [Source:HGNC Symbol;Acc:HGNC:1299]",24,37,24,6,19,5,15,47,"protein_coding",54059
"7502","TRAPPC6B","trafficking protein particle complex subunit 6B [Source:HGNC Symbol;Acc:HGNC:23066]",88,205,204,138,364,109,117,95,"protein_coding",122553
"7503","PGBD4","piggyBac transposable element derived 4 [Source:HGNC Symbol;Acc:HGNC:19401]",11,4,128,19,12,4,29,5,"protein_coding",161779
"7504","NPLOC4","NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]",441,352,1466,384,248,209,454,362,"protein_coding",55666
"7505","EXOC7","exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]",279,201,1434,268,177,91,400,186,"protein_coding",23265
"7506","KPNA2","karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]",141,80,479,82,77,50,131,103,"protein_coding",3838
"7507","CEP97","centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]",42,40,202,33,16,14,52,34,"protein_coding",79598
"7508","FES","FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]",171,31,368,197,123,97,119,158,"protein_coding",2242
"7509","GLRX5","glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]",10147,11249,15176,5777,6599,1821,2914,6876,"protein_coding",51218
"7510","FAM104B","family with sequence similarity 104 member B [Source:HGNC Symbol;Acc:HGNC:25085]",87,118,192,43,105,28,33,57,"protein_coding",90736
"7511","LIMK2","LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]",1075,182,3345,1013,552,387,924,1085,"protein_coding",3985
"7512","ADI1","acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]",116,60,355,88,52,48,135,138,"protein_coding",55256
"7513","RWDD4","RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]",45,14,112,11,22,27,33,40,"protein_coding",201965
"7514","SATB1","SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]",293,375,2374,577,161,125,1181,259,"protein_coding",6304
"7515","CSF1R","colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]",620,136,1739,556,242,156,611,374,"protein_coding",1436
"7516","TRAK1","trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]",242,149,1251,376,177,63,498,237,"protein_coding",22906
"7517","","guanine nucleotide binding protein (G protein), gamma 10 (GNG10) pseudogene",21,14,296,99,15,24,60,29,"processed_pseudogene",NA
"7518","SKA2","spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]",18,36,97,24,28,7,9,11,"protein_coding",348235
"7519","LINC01006","long intergenic non-protein coding RNA 1006 [Source:HGNC Symbol;Acc:HGNC:48971]",6,9,37,12,7,10,12,8,"lncRNA",100506380
"7520","TTC3","tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]",44,30,267,35,23,21,95,20,"protein_coding",7267
"7521","IGIP","IgA inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]",103,123,643,184,53,46,229,135,"protein_coding",492311
"7522","ANXA2","annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]",1009,472,4251,323,361,323,548,565,"protein_coding",302
"7523","RGS6","regulator of G protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]",31,37,43,16,29,9,3,40,"protein_coding",9628
"7524","HOXB4","homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]",10,11,88,71,5,4,15,13,"protein_coding",3214
"7525","PAQR7","progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]",87,23,138,86,43,28,46,43,"protein_coding",164091
"7526","HCAR2","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]",115,28,422,330,125,49,111,218,"protein_coding",338442
"7527","CRIP2","cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]",19,59,38,85,2,8,13,10,"protein_coding",1397
"7528","DDX28","DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]",155,83,623,166,115,118,160,136,"protein_coding",55794
"7529","ACBD3","acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]",53,78,213,39,39,18,28,27,"protein_coding",64746
"7530","C16orf72","chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]",407,124,1785,424,209,137,451,337,"protein_coding",29035
"7531","RRP7BP","ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]",197,136,633,247,58,50,232,167,"transcribed_unprocessed_pseudogene",91695
"7532","ALG12","ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]",133,60,397,144,51,46,193,99,"protein_coding",79087
"7533","LCK","LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]",8,51,92,16,14,4,36,27,"protein_coding",3932
"7534","RBM10","RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]",206,137,496,187,79,54,123,166,"protein_coding",8241
"7535","ADGRG3","adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]",898,121,2408,549,589,236,884,1173,"protein_coding",222487
"7536","CEP63","centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]",18,8,46,22,22,9,7,21,"protein_coding",80254
"7537","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]",289,222,1315,351,252,118,272,302,"protein_coding",6734
"7538","EWSR1","EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]",2741,1451,9171,2087,1169,864,2560,2339,"protein_coding",2130
"7539","HMGN4","high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]",125,90,551,99,78,45,83,101,"protein_coding",10473
"7540","CNOT10","CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]",39,18,193,55,11,12,46,24,"protein_coding",25904
"7541","MTA1","metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]",167,74,522,126,70,50,207,83,"protein_coding",9112
"7542","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]",15,13,52,6,21,18,20,22,"protein_coding",23705
"7543","NAA38","N-alpha-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]",165,172,625,61,80,103,137,164,"protein_coding",84316
"7544","MCEMP1","mast cell expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]",98,89,458,45,20,42,63,73,"protein_coding",199675
"7545","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]",193,176,667,164,180,57,276,271,"protein_coding",161
"7546","ABAT","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]",189,62,548,133,95,48,99,164,"protein_coding",18
"7547","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]",983,274,2970,795,497,241,892,701,"protein_coding",57118
"7548","AFMID","arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]",17,3,18,3,1,8,20,31,"protein_coding",125061
"7549","ARHGEF37","Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]",77,65,101,67,68,6,24,50,"protein_coding",389337
"7550","PTGDR2","prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]",246,61,179,179,42,114,81,184,"protein_coding",11251
"7551","CEP57L1","centrosomal protein 57 like 1 [Source:HGNC Symbol;Acc:HGNC:21561]",186,106,221,111,82,8,77,31,"protein_coding",285753
"7552","RABIF","RAB interacting factor [Source:HGNC Symbol;Acc:HGNC:9797]",228,138,920,153,110,114,171,194,"protein_coding",5877
"7553","FANCF","FA complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]",93,69,563,131,49,70,192,106,"protein_coding",2188
"7554","SMDT1","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]",84,151,268,111,65,43,125,40,"protein_coding",91689
"7555","RUVBL2","RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]",25,18,91,22,16,9,39,35,"protein_coding",10856
"7556","PTTG1IP","PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]",415,529,1386,319,382,166,326,343,"protein_coding",754
"7557","DDX41","DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]",55,37,253,35,38,27,37,35,"protein_coding",51428
"7558","DAZAP2","DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]",1918,555,7239,1576,853,848,1663,1295,"protein_coding",9802
"7559","SELENOF","selenoprotein F [Source:HGNC Symbol;Acc:HGNC:17705]",286,212,1627,315,180,118,276,234,"protein_coding",9403
"7560","TMEM121B","transmembrane protein 121B [Source:HGNC Symbol;Acc:HGNC:1844]",368,39,719,177,86,75,201,268,"protein_coding",27439
"7561","ZNF623","zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]",19,17,148,48,8,11,49,70,"protein_coding",9831
"7562","CCDC125","coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]",253,94,623,371,178,84,219,230,"protein_coding",202243
"7563","BCOR","BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]",223,129,709,276,91,74,203,180,"protein_coding",54880
"7564","JRKL","JRK like [Source:HGNC Symbol;Acc:HGNC:6200]",25,15,111,15,10,11,20,28,"protein_coding",8690
"7565","KIAA2026","KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]",48,69,367,62,12,9,67,46,"protein_coding",158358
"7566","FHL3","four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]",160,43,587,345,178,113,417,142,"protein_coding",2275
"7567","C19orf71","chromosome 19 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:34496]",29,18,47,46,10,8,31,29,"protein_coding",100128569
"7568","CCDC159","coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]",77,47,375,56,53,46,103,109,"protein_coding",126075
"7569","SF3A3","splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]",71,107,468,101,59,38,138,44,"protein_coding",10946
"7570","TRIM61","tripartite motif containing 61 [Source:HGNC Symbol;Acc:HGNC:24339]",25,16,89,21,4,6,25,7,"protein_coding",391712
"7571","ASB7","ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]",25,17,201,57,12,4,78,16,"protein_coding",140460
"7572","GPR132","G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]",62,72,223,58,32,20,95,58,"protein_coding",29933
"7573","MX2","MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]",134,48,433,199,64,57,178,142,"protein_coding",4600
"7574","EP400","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]",142,109,316,239,45,35,147,103,"protein_coding",57634
"7575","TENT5C","terminal nucleotidyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:24712]",46765,37646,61726,26262,18738,7405,25986,20562,"protein_coding",54855
"7576","COA5","cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]",57,48,219,69,21,35,63,47,"protein_coding",493753
"7577","PSMG1","proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]",49,58,139,34,79,17,37,43,"protein_coding",8624
"7578","PRR14L","proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738]",115,114,898,250,65,31,275,89,"protein_coding",253143
"7579","SETD3","SET domain containing 3, actin histidine methyltransferase [Source:HGNC Symbol;Acc:HGNC:20493]",51,43,245,42,32,25,34,26,"protein_coding",84193
"7580","TANGO2","transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]",235,189,552,125,84,40,88,150,"protein_coding",128989
"7581","H3C13","H3 clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:25311]",43,7,227,38,25,23,31,43,"protein_coding",653604
"7582","SFXN4","sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]",58,53,178,34,22,27,40,30,"protein_coding",119559
"7583","MRPL54","mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]",39,86,121,21,22,24,26,39,"protein_coding",116541
"7584","ZNF438","zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]",29,4,96,30,11,4,34,22,"protein_coding",220929
"7585","HMCES","5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]",67,49,232,49,30,16,58,40,"protein_coding",56941
"7586","ZNF530","zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]",11,10,73,16,4,4,14,8,"protein_coding",348327
"7587","NDUFB1","NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]",112,179,308,36,91,64,97,101,"protein_coding",4707
"7588","KLHL25","kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]",14,14,69,23,9,7,40,26,"protein_coding",64410
"7589","TRMT12","tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091]",45,23,352,71,34,32,95,86,"protein_coding",55039
"7590","ALYREF","Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]",106,116,390,65,74,54,91,124,"protein_coding",10189
"7591","EFHC2","EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233]",12,1,95,14,12,2,20,10,"protein_coding",80258
"7592","TMEM50A","transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]",241,168,1006,218,193,74,227,262,"protein_coding",23585
"7593","TBK1","TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]",289,156,1085,235,160,94,202,194,"protein_coding",29110
"7594","CBX6","chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556]",44,21,185,60,22,13,79,48,"protein_coding",23466
"7595","TBL3","transducin beta like 3 [Source:HGNC Symbol;Acc:HGNC:11587]",66,51,298,83,43,42,58,54,"protein_coding",10607
"7596","KREMEN1","kringle containing transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:17550]",88,20,301,118,115,9,120,127,"protein_coding",83999
"7597","AIFM3","apoptosis inducing factor mitochondria associated 3 [Source:HGNC Symbol;Acc:HGNC:26398]",20,2,20,15,5,2,10,10,"protein_coding",150209
"7598","CCR4","C-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1605]",53,45,130,60,29,19,45,45,"protein_coding",1233
"7599","LIN9","lin-9 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:30830]",7,21,136,9,6,9,37,14,"protein_coding",286826
"7600","BTBD9","BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:21228]",142,103,931,462,62,40,288,117,"protein_coding",114781
"7601","ZNF730","zinc finger protein 730 [Source:HGNC Symbol;Acc:HGNC:32470]",15,26,13,2,20,16,5,13,"protein_coding",100129543
"7602","TOB2","transducer of ERBB2, 2 [Source:HGNC Symbol;Acc:HGNC:11980]",71,48,119,84,28,25,36,74,"protein_coding",10766
"7603","TTC32","tetratricopeptide repeat domain 32 [Source:HGNC Symbol;Acc:HGNC:32954]",14,3,45,9,9,10,3,12,"protein_coding",130502
"7604","SH2D1A","SH2 domain containing 1A [Source:HGNC Symbol;Acc:HGNC:10820]",128,113,505,101,51,57,126,113,"protein_coding",4068
"7605","PRKX","protein kinase X-linked [Source:HGNC Symbol;Acc:HGNC:9441]",203,297,1419,376,179,97,399,248,"protein_coding",5613
"7606","COA3","cytochrome c oxidase assembly factor 3 [Source:HGNC Symbol;Acc:HGNC:24990]",48,30,128,12,12,22,24,21,"protein_coding",28958
"7607","ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:19343]",30,5,141,51,12,9,34,19,"protein_coding",256435
"7608","PTP4A2","protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]",293,258,1447,304,110,93,443,158,"protein_coding",8073
"7609","ACTG1","actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]",42966,24888,125791,49720,26079,17770,41914,41813,"protein_coding",71
"7610","DENND5A","DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]",735,290,3366,1039,573,156,1113,714,"protein_coding",23258
"7611","FAM120C","family with sequence similarity 120C [Source:HGNC Symbol;Acc:HGNC:16949]",22,12,133,33,8,8,36,20,"protein_coding",54954
"7612","TREML3P","triggering receptor expressed on myeloid cells like 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:30806]",30,28,310,47,53,51,16,52,"transcribed_unprocessed_pseudogene",NA
"7613","NIPSNAP1","nipsnap homolog 1 [Source:HGNC Symbol;Acc:HGNC:7827]",77,54,264,61,30,11,86,95,"protein_coding",8508
"7614","NR2C2AP","nuclear receptor 2C2 associated protein [Source:HGNC Symbol;Acc:HGNC:30763]",28,22,115,37,12,17,33,33,"protein_coding",126382
"7615","CRELD2","cysteine rich with EGF like domains 2 [Source:HGNC Symbol;Acc:HGNC:28150]",76,129,226,68,68,17,44,78,"protein_coding",79174
"7616","SCFD2","sec1 family domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30676]",69,33,173,27,26,16,62,71,"protein_coding",152579
"7617","PPP1R2","protein phosphatase 1 regulatory inhibitor subunit 2 [Source:HGNC Symbol;Acc:HGNC:9288]",134,174,874,195,109,90,243,169,"protein_coding",5504
"7618","TSPYL2","TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]",37,50,250,65,60,21,85,40,"protein_coding",64061
"7619","PGP","phosphoglycolate phosphatase [Source:HGNC Symbol;Acc:HGNC:8909]",55,21,80,35,10,7,17,19,"protein_coding",283871
"7620","C22orf46","chromosome 22 putative open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26294]",7,25,61,9,6,12,25,32,"transcribed_unitary_pseudogene",79640
"7621","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]",17,8,51,11,12,11,23,11,"protein_coding",11066
"7622","IRAK1","interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]",43,16,105,35,11,15,51,28,"protein_coding",3654
"7623","CMSS1","cms1 ribosomal small subunit homolog [Source:HGNC Symbol;Acc:HGNC:28666]",16,40,58,17,18,4,51,31,"protein_coding",84319
"7624","OLIG1","oligodendrocyte transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16983]",58,8,100,43,22,13,12,24,"protein_coding",116448
"7625","OAF","out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]",53,6,197,28,31,34,55,58,"protein_coding",220323
"7626","H2AC21","H2A clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:20508]",166,83,437,134,54,84,83,127,"protein_coding",317772
"7627","POU6F1","POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]",41,59,283,59,19,12,106,31,"protein_coding",5463
"7628","TSSC4","tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]",105,26,427,133,67,57,58,105,"protein_coding",10078
"7629","ZDHHC23","zinc finger DHHC-type palmitoyltransferase 23 [Source:HGNC Symbol;Acc:HGNC:28654]",2,14,114,8,10,2,28,13,"protein_coding",254887
"7630","H1-5","H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]",25,35,115,15,16,23,19,61,"protein_coding",3009
"7631","CSF1","colony stimulating factor 1 [Source:HGNC Symbol;Acc:HGNC:2432]",157,61,241,148,53,93,79,131,"protein_coding",1435
"7632","PLA2G6","phospholipase A2 group VI [Source:HGNC Symbol;Acc:HGNC:9039]",151,102,575,201,106,87,158,238,"protein_coding",8398
"7633","MAML2","mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259]",149,125,1221,234,57,67,428,143,"protein_coding",84441
"7634","SS18L1","SS18L1 subunit of BAF chromatin remodeling complex [Source:HGNC Symbol;Acc:HGNC:15592]",44,21,105,42,17,10,39,26,"protein_coding",26039
"7635","TOP1MT","DNA topoisomerase I mitochondrial [Source:HGNC Symbol;Acc:HGNC:29787]",38,60,189,33,42,2,78,32,"protein_coding",116447
"7636","COPB2","COPI coat complex subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:2232]",139,92,860,57,48,40,126,65,"protein_coding",9276
"7637","THAP7","THAP domain containing 7 [Source:HGNC Symbol;Acc:HGNC:23190]",73,67,376,58,43,34,89,88,"protein_coding",80764
"7638","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]",100,65,405,110,16,41,126,86,"protein_coding",9735
"7639","TXNRD2","thioredoxin reductase 2 [Source:HGNC Symbol;Acc:HGNC:18155]",116,78,336,90,57,19,42,109,"protein_coding",10587
"7640","FOXO4","forkhead box O4 [Source:HGNC Symbol;Acc:HGNC:7139]",1334,689,1470,536,346,198,388,457,"protein_coding",4303
"7641","PTP4A3","protein tyrosine phosphatase 4A3 [Source:HGNC Symbol;Acc:HGNC:9636]",52,19,142,47,33,20,29,40,"protein_coding",11156
"7642","PROS1","protein S [Source:HGNC Symbol;Acc:HGNC:9456]",29,6,110,7,21,5,76,55,"protein_coding",5627
"7643","ZFP1","ZFP1 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23328]",23,19,89,24,17,13,24,17,"protein_coding",162239
"7644","DUSP8","dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]",8,12,68,5,31,11,4,7,"protein_coding",1850
"7645","SOCS3","suppressor of cytokine signaling 3 [Source:HGNC Symbol;Acc:HGNC:19391]",15,12,47,23,26,2,2,18,"protein_coding",9021
"7646","LPAR5","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]",31,34,207,30,30,25,22,24,"protein_coding",57121
"7647","XPOT","exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]",143,88,739,158,55,54,187,87,"protein_coding",11260
"7648","STING1","stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]",161,137,1224,180,93,81,165,206,"protein_coding",340061
"7649","PDE4B","phosphodiesterase 4B [Source:HGNC Symbol;Acc:HGNC:8781]",361,193,1821,553,300,154,536,292,"protein_coding",5142
"7650","MED12","mediator complex subunit 12 [Source:HGNC Symbol;Acc:HGNC:11957]",308,124,1136,339,156,127,346,235,"protein_coding",9968
"7651","ZNF93","zinc finger protein 93 [Source:HGNC Symbol;Acc:HGNC:13169]",24,21,102,20,6,6,17,11,"protein_coding",81931
"7652","SEPTIN9","septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]",967,900,2745,924,404,284,811,739,"protein_coding",10801
"7653","ZBTB40","zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:HGNC:29045]",96,109,727,152,20,52,196,83,"protein_coding",9923
